# x Q2 F2_free_p F3_free_p
1.995262314968882776e-09 1.995262314968878854e+03 9.352133751451523267e+02 1.588841562654709167e+11
1.995262314968882776e-09 2.511886431509582053e+03 9.983890992257806829e+02 1.696365543678522339e+11
1.995262314968882776e-09 3.162277660168379498e+03 1.059519295845305805e+03 1.800377764599538879e+11
1.995262314968882776e-09 3.981071705534977355e+03 1.124950234409597670e+03 1.911620056037716980e+11
1.995262314968882776e-09 5.011872336272725079e+03 1.193427737642137117e+03 2.027974499723988342e+11
1.995262314968882776e-09 6.309573444801942969e+03 1.264257960738469592e+03 2.148434811702102661e+11
1.995262314968882776e-09 7.943282347242821743e+03 1.338070059430532183e+03 2.274104627363903809e+11
1.995262314968882776e-09 1.000000000000000000e+04 1.409153776170878700e+03 2.395060927228501587e+11
1.995262314968882776e-09 1.258925411794168758e+04 1.484836880344626934e+03 2.523710585226026001e+11
1.995262314968882776e-09 1.584893192461114086e+04 1.564857954462503585e+03 2.659675586957957458e+11
1.995262314968882776e-09 1.995262314968882856e+04 1.644876177339522428e+03 2.795629588515006714e+11
1.995262314968882776e-09 2.511886431509582326e+04 1.729067366686101650e+03 2.938789077740477295e+11
1.995262314968882776e-09 3.162277660168379225e+04 1.816332981688233303e+03 3.087256786709060059e+11
1.995262314968882776e-09 3.981071705534977082e+04 1.903596934376224908e+03 3.235718095978890381e+11
1.995262314968882776e-09 5.011872336272725079e+04 1.988863222029519193e+03 3.380641616814216309e+11
1.995262314968882776e-09 6.309573444801942969e+04 2.083160136689330557e+03 3.540847264323045044e+11
1.995262314968882776e-09 7.943282347242820833e+04 2.177456052147501850e+03 3.701049062591419067e+11
1.995262314968882776e-09 1.000000000000000000e+05 2.266303510051490775e+03 3.852114467267605591e+11
1.995262314968882776e-09 1.258925411794168758e+05 2.361872279272226024e+03 4.014508062039338989e+11
1.995262314968882776e-09 1.584893192461114086e+05 2.463546166195047590e+03 4.187347353764108276e+11
1.995262314968882776e-09 1.995262314968883002e+05 2.565219539380890183e+03 4.360184664389587402e+11
1.995262314968882776e-09 2.511886431509582035e+05 2.671211615434069699e+03 4.540058873341609497e+11
1.995262314968882776e-09 3.162277660168379080e+05 2.780385656716224730e+03 4.725117704702178345e+11
1.995262314968882776e-09 3.981071705534977373e+05 2.889559409271006189e+03 4.910175423582202759e+11
1.995262314968882776e-09 5.011872336272724788e+05 2.994740088970810575e+03 5.089092168470820923e+11
1.995262314968882776e-09 6.309573444801942678e+05 3.110447296570631806e+03 5.286182429154574585e+11
1.995262314968882776e-09 7.943282347242821706e+05 3.226154337363657760e+03 5.483272047821265259e+11
1.995262314968882776e-09 1.000000000000000000e+06 3.334760370298287853e+03 5.668048668232906494e+11
1.995262314968882776e-09 1.258925411794168642e+06 3.334760978180000166e+03 5.668051003773356934e+11
1.995262314968882776e-09 1.584893192461114144e+06 3.334761461037785011e+03 5.668052858960040283e+11
1.995262314968882776e-09 1.995262314968882827e+06 3.334761844585467315e+03 5.668054332587816162e+11
1.995262314968882776e-09 2.511886431509582326e+06 3.334762149248290370e+03 5.668055503132343750e+11
1.995262314968882776e-09 3.162277660168379545e+06 3.334762391250616020e+03 5.668056432929151611e+11
1.995262314968882776e-09 3.981071705534977373e+06 3.334762583479923705e+03 5.668057171493165283e+11
1.995262314968882776e-09 5.011872336272724904e+06 3.334762736173109715e+03 5.668057758155506592e+11
1.995262314968882776e-09 6.309573444801942445e+06 3.334762857461627846e+03 5.668058224158033447e+11
1.995262314968882776e-09 7.943282347242821939e+06 3.334762953804529388e+03 5.668058594317032471e+11
1.995262314968882776e-09 1.000000000000000000e+07 3.334763030332422204e+03 5.668058888344809570e+11
1.995262314968882776e-09 1.258925411794166267e+07 3.334763091120690660e+03 5.668059121899382324e+11
1.995262314968882776e-09 1.584893192461117357e+07 3.334763139406529262e+03 5.668059307418381348e+11
1.995262314968882776e-09 1.995262314968882874e+07 3.334763177761335101e+03 5.668059454781373291e+11
1.995262314968882776e-09 2.511886431509582326e+07 3.334763208227643190e+03 5.668059571835957031e+11
1.995262314968882776e-09 3.162277660168379173e+07 3.334763232427891126e+03 5.668059664815716553e+11
1.995262314968882776e-09 3.981071705534969270e+07 3.334763251650832899e+03 5.668059738672178955e+11
1.995262314968882776e-09 5.011872336272735149e+07 3.334763266920156639e+03 5.668059797338443604e+11
1.995262314968882776e-09 6.309573444801943004e+07 3.334763279049011999e+03 5.668059843938717041e+11
1.995262314968882776e-09 7.943282347242821753e+07 3.334763288683303017e+03 5.668059880954627686e+11
1.995262314968882776e-09 1.000000000000000000e+08 3.334763296336093845e+03 5.668059910357413330e+11
1.995262314968882776e-09 1.258925411794166118e+08 3.334763302414921782e+03 5.668059933712874756e+11
1.995262314968882776e-09 1.584893192461117506e+08 3.334763307243507370e+03 5.668059952264780273e+11
1.995262314968882776e-09 1.995262314968882799e+08 3.334763311078988409e+03 5.668059967001085205e+11
1.995262314968882776e-09 2.511886431509582102e+08 3.334763314125619218e+03 5.668059978706546631e+11
1.995262314968882776e-09 3.162277660168379545e+08 3.334763316545644557e+03 5.668059988004522705e+11
1.995262314968882776e-09 3.981071705534985662e+08 3.334763318467939825e+03 5.668059995390170898e+11
1.995262314968882776e-09 5.011872336272735000e+08 3.334763319994871381e+03 5.668060001256796875e+11
1.995262314968882776e-09 6.309573444801943302e+08 3.334763321207757144e+03 5.668060005916821289e+11
1.995262314968882776e-09 7.943282347242821455e+08 3.334763322171185791e+03 5.668060009618414307e+11
1.995262314968882776e-09 1.000000000000000000e+09 3.334763322936465102e+03 5.668060012558695068e+11
1.995262314968882776e-09 1.258925411794171333e+09 3.334763323544347259e+03 5.668060014894235840e+11
1.995262314968882776e-09 1.584893192461117268e+09 3.334763324027206181e+03 5.668060016749428711e+11
1.995262314968882776e-09 1.995262314968882799e+09 3.334763324410754649e+03 5.668060018223060303e+11
1.995262314968882776e-09 2.511886431509582043e+09 3.334763324715418094e+03 5.668060019393607178e+11
1.995262314968882776e-09 3.162277660168379307e+09 3.334763324957420991e+03 5.668060020323404541e+11
1.995262314968882776e-09 3.981071705534985542e+09 3.334763325149649063e+03 5.668060021061966553e+11
1.995262314968882776e-09 5.011872336272735596e+09 3.334763325302343219e+03 5.668060021648627930e+11
1.995262314968882776e-09 6.309573444801942825e+09 3.334763325423631613e+03 5.668060022114630127e+11
1.995262314968882776e-09 7.943282347242821693e+09 3.334763325519973478e+03 5.668060022484790039e+11
1.995262314968882776e-09 1.000000000000000000e+10 3.334763325596502000e+03 5.668060022778822021e+11
2.511886431509581992e-09 1.000000000000000056e-01 4.039360311158197714e-01 3.740050721399894683e+05
2.511886431509581992e-09 1.258925411794167282e-01 4.990972161011388852e-01 1.525668995487875305e+06
2.511886431509581992e-09 1.584893192461113431e-01 6.106712247226869783e-01 3.692454869346266612e+06
2.511886431509581992e-09 1.995262314968879735e-01 7.389470369858524013e-01 7.412594495174815878e+06
2.511886431509581992e-09 2.511886431509580131e-01 8.835426502537453430e-01 1.334345901837867498e+07
2.511886431509581992e-09 3.162277660168379412e-01 1.043388591391045894e+00 2.217347435831120610e+07
2.511886431509581992e-09 3.981071705534973137e-01 1.215279906475932314e+00 3.454675816798093170e+07
2.511886431509581992e-09 5.011872336272723549e-01 1.395521824171191749e+00 5.087642172856382281e+07
2.511886431509581992e-09 6.309573444801933606e-01 1.579742796668463622e+00 7.123439192573671043e+07
2.511886431509581992e-09 7.943282347242814900e-01 1.763245135283670217e+00 9.527052383807916939e+07
2.511886431509581992e-09 1.000000000000000000e+00 3.120696899523627721e+00 2.000923042234133482e+08
2.511886431509581992e-09 1.258925411794167504e+00 5.232100262748732078e+00 3.836752300015858412e+08
2.511886431509581992e-09 1.584893192461114042e+00 8.264293294851384530e+00 6.759456860274715424e+08
2.511886431509581992e-09 1.995262314968879735e+00 1.224480207803943088e+01 1.096808950187329769e+09
2.511886431509581992e-09 2.511886431509581019e+00 1.723283021193457287e+01 1.664658346097884417e+09
2.511886431509581992e-09 3.162277660168379523e+00 2.364308420163605717e+01 2.427886656280862808e+09
2.511886431509581992e-09 3.981071705534973137e+00 3.096079857244011180e+01 3.348893988614522934e+09
2.511886431509581992e-09 5.011872336272724660e+00 4.061334658796642572e+01 4.568767676113034248e+09
2.511886431509581992e-09 6.309573444801933384e+00 5.058215195755720828e+01 5.904230387348024368e+09
2.511886431509581992e-09 7.943282347242817565e+00 6.307398911647947415e+01 7.580476755671682358e+09
2.511886431509581992e-09 1.000000000000000000e+01 7.613924679668099316e+01 9.350587395420917511e+09
2.511886431509581992e-09 1.258925411794167459e+01 9.222683230885166950e+01 1.152385126341811943e+10
2.511886431509581992e-09 1.584893192461114175e+01 1.081460882840295596e+02 1.373220707091683769e+10
2.511886431509581992e-09 1.995262314968880801e+01 1.268983659499085093e+02 1.631995637001870155e+10
2.511886431509581992e-09 2.511886431509581996e+01 1.464633933650470397e+02 1.900689981747003555e+10
2.511886431509581992e-09 3.162277660168379256e+01 1.694088044822466657e+02 2.214480855193183899e+10
2.511886431509581992e-09 3.981071705534973404e+01 1.916265656238600172e+02 2.521769762048628235e+10
2.511886431509581992e-09 5.011872336272725192e+01 2.171710620253450088e+02 2.873238124324458694e+10
2.511886431509581992e-09 6.309573444801936404e+01 2.437921724061685040e+02 3.237633120905158997e+10
2.511886431509581992e-09 7.943282347242821118e+01 2.726861839174129045e+02 3.633820222471397400e+10
2.511886431509581992e-09 1.000000000000000000e+02 3.030482430559375189e+02 4.047987571484490204e+10
2.511886431509581992e-09 1.258925411794167530e+02 3.380791982264199760e+02 4.526004100954405975e+10
2.511886431509581992e-09 1.584893192461114211e+02 3.710863567576353148e+02 4.976011084685988617e+10
2.511886431509581992e-09 1.995262314968880730e+02 4.060349244616739384e+02 5.452409400529529572e+10
2.511886431509581992e-09 2.511886431509582280e+02 4.435042753748572295e+02 5.961754642461679077e+10
2.511886431509581992e-09 3.162277660168379612e+02 4.834636918620458346e+02 6.503819272487622833e+10
2.511886431509581992e-09 3.981071705534973262e+02 5.282670087690731862e+02 7.111937733823185730e+10
2.511886431509581992e-09 5.011872336272724624e+02 5.704634199327005035e+02 7.684343910164994812e+10
2.511886431509581992e-09 6.309573444801936830e+02 6.159032659348797552e+02 8.300566695791232300e+10
2.511886431509581992e-09 7.943282347242821970e+02 6.643679593094734628e+02 8.955978529727554321e+10
2.511886431509581992e-09 1.000000000000000000e+03 7.107785962130792541e+02 9.582881162087135315e+10
2.511886431509581992e-09 1.258925411794168667e+03 7.617461332727364152e+02 1.027377017449042664e+11
2.511886431509581992e-09 1.584893192461114040e+03 8.149124313992505222e+02 1.099382902295915833e+11
2.511886431509581992e-09 1.995262314968878854e+03 8.724172186082039389e+02 1.177200995831216278e+11
2.511886431509581992e-09 2.511886431509582053e+03 9.308014827725264695e+02 1.256118613576555023e+11
2.511886431509581992e-09 3.162277660168379498e+03 9.862285766672823684e+02 1.331048685559960632e+11
2.511886431509581992e-09 3.981071705534977355e+03 1.046052462596539954e+03 1.411900325014584351e+11
2.511886431509581992e-09 5.011872336272725079e+03 1.108753014314550001e+03 1.496565041662570496e+11
2.511886431509581992e-09 6.309573444801942969e+03 1.176394416605480728e+03 1.587940703164151001e+11
2.511886431509581992e-09 7.943282347242821743e+03 1.244418569481453687e+03 1.679891256855997925e+11
2.511886431509581992e-09 1.000000000000000000e+04 1.308957096360952619e+03 1.767074383036559753e+11
2.511886431509581992e-09 1.258925411794168758e+04 1.378620835976461194e+03 1.861170903903682556e+11
2.511886431509581992e-09 1.584893192461114086e+04 1.448391875465548765e+03 1.955401160552312927e+11
2.511886431509581992e-09 1.995262314968882856e+04 1.524808245122351764e+03 2.058531487373681641e+11
2.511886431509581992e-09 2.511886431509582326e+04 1.605209857292453535e+03 2.167128009327416992e+11
2.511886431509581992e-09 3.162277660168379225e+04 1.686795245659790226e+03 2.277364668036195068e+11
2.511886431509581992e-09 3.981071705534977082e+04 1.762444623426956241e+03 2.379525007895116577e+11
2.511886431509581992e-09 5.011872336272725079e+04 1.843457636517616265e+03 2.488896812460386353e+11
2.511886431509581992e-09 6.309573444801942969e+04 1.933510321923485890e+03 2.610424713643052063e+11
2.511886431509581992e-09 7.943282347242820833e+04 2.015346643177110991e+03 2.721009412383374939e+11
2.511886431509581992e-09 1.000000000000000000e+05 2.096780367946719707e+03 2.831058045853250732e+11
2.511886431509581992e-09 1.258925411794168758e+05 2.184366243741519611e+03 2.949243305298397217e+11
2.511886431509581992e-09 1.584893192461114086e+05 2.272110132915368467e+03 3.067641693420526123e+11
2.511886431509581992e-09 1.995262314968883002e+05 2.369207373487479344e+03 3.198751969648439331e+11
2.511886431509581992e-09 2.511886431509582035e+05 2.470428959095381288e+03 3.335200327016558228e+11
2.511886431509581992e-09 3.162277660168379080e+05 2.572251233841345311e+03 3.472380354018737183e+11
2.511886431509581992e-09 3.981071705534977373e+05 2.665808669430522968e+03 3.598709366091274414e+11
2.511886431509581992e-09 5.011872336272724788e+05 2.765675617447760487e+03 3.733670557657805176e+11
2.511886431509581992e-09 6.309573444801942678e+05 2.876175114304765884e+03 3.883178724812625122e+11
2.511886431509581992e-09 7.943282347242821706e+05 2.975965568960106793e+03 4.017936943728359985e+11
2.511886431509581992e-09 1.000000000000000000e+06 3.075231227391066568e+03 4.151972326340550537e+11
2.511886431509581992e-09 1.258925411794168642e+06 3.075231791337293544e+03 4.151974047889222412e+11
2.511886431509581992e-09 1.584893192461114144e+06 3.075232239295869476e+03 4.151975415364653931e+11
2.511886431509581992e-09 1.995262314968882827e+06 3.075232595122117345e+03 4.151976501589446411e+11
2.511886431509581992e-09 2.511886431509582326e+06 3.075232877765016838e+03 4.151977364408751221e+11
2.511886431509581992e-09 3.162277660168379545e+06 3.075233102276292811e+03 4.151978049770666504e+11
2.511886431509581992e-09 3.981071705534977373e+06 3.075233280611966620e+03 4.151978594173101807e+11
2.511886431509581992e-09 5.011872336272724904e+06 3.075233422269041512e+03 4.151979026607394409e+11
2.511886431509581992e-09 6.309573444801942445e+06 3.075233534791265811e+03 4.151979370102205200e+11
2.511886431509581992e-09 7.943282347242821939e+06 3.075233624170854910e+03 4.151979642949868774e+11
2.511886431509581992e-09 1.000000000000000000e+07 3.075233695167587939e+03 4.151979859680481567e+11
2.511886431509581992e-09 1.258925411794166267e+07 3.075233751562301677e+03 4.151980031835741577e+11
2.511886431509581992e-09 1.584893192461117357e+07 3.075233796358215841e+03 4.151980168583532104e+11
2.511886431509581992e-09 1.995262314968882874e+07 3.075233831940875461e+03 4.151980277206167603e+11
2.511886431509581992e-09 2.511886431509582326e+07 3.075233860205187284e+03 4.151980363488195801e+11
2.511886431509581992e-09 3.162277660168379173e+07 3.075233882656330479e+03 4.151980432024453125e+11
2.511886431509581992e-09 3.981071705534969270e+07 3.075233900489906318e+03 4.151980486464733276e+11
2.511886431509581992e-09 5.011872336272735149e+07 3.075233914655618719e+03 4.151980529708186035e+11
2.511886431509581992e-09 6.309573444801943004e+07 3.075233925907845787e+03 4.151980564057683716e+11
2.511886431509581992e-09 7.943282347242821753e+07 3.075233934845805834e+03 4.151980591342458496e+11
2.511886431509581992e-09 1.000000000000000000e+08 3.075233941945480183e+03 4.151980613015525513e+11
2.511886431509581992e-09 1.258925411794166118e+08 3.075233947584953512e+03 4.151980630231058350e+11
2.511886431509581992e-09 1.584893192461117506e+08 3.075233952064545065e+03 4.151980643905838623e+11
2.511886431509581992e-09 1.995262314968882799e+08 3.075233955622811209e+03 4.151980654768104248e+11
2.511886431509581992e-09 2.511886431509582102e+08 3.075233958449242891e+03 4.151980663396307983e+11
2.511886431509581992e-09 3.162277660168379545e+08 3.075233960694358302e+03 4.151980670249934692e+11
2.511886431509581992e-09 3.981071705534985662e+08 3.075233962477715068e+03 4.151980675693961792e+11
2.511886431509581992e-09 5.011872336272735000e+08 3.075233963894286717e+03 4.151980680018308105e+11
2.511886431509581992e-09 6.309573444801943302e+08 3.075233965019509014e+03 4.151980683453258057e+11
2.511886431509581992e-09 7.943282347242821455e+08 3.075233965913304019e+03 4.151980686181734619e+11
2.511886431509581992e-09 1.000000000000000000e+09 3.075233966623271954e+03 4.151980688349041138e+11
2.511886431509581992e-09 1.258925411794171333e+09 3.075233967187219605e+03 4.151980690070594482e+11
2.511886431509581992e-09 1.584893192461117268e+09 3.075233967635178942e+03 4.151980691438074341e+11
2.511886431509581992e-09 1.995262314968882799e+09 3.075233967991006011e+03 4.151980692524298706e+11
2.511886431509581992e-09 2.511886431509582043e+09 3.075233968273649225e+03 4.151980693387121582e+11
2.511886431509581992e-09 3.162277660168379307e+09 3.075233968498160721e+03 4.151980694072481689e+11
2.511886431509581992e-09 3.981071705534985542e+09 3.075233968676495351e+03 4.151980694616885376e+11
2.511886431509581992e-09 5.011872336272735596e+09 3.075233968818153699e+03 4.151980695049320068e+11
2.511886431509581992e-09 6.309573444801942825e+09 3.075233968930675928e+03 4.151980695392815552e+11
2.511886431509581992e-09 7.943282347242821693e+09 3.075233969020055156e+03 4.151980695665662231e+11
2.511886431509581992e-09 1.000000000000000000e+10 3.075233969091051222e+03 4.151980695882393188e+11
3.162277660168379522e-09 1.000000000000000056e-01 3.935381574745115407e-01 2.308414897775966092e+05
3.162277660168379522e-09 1.258925411794167282e-01 4.859167526819228033e-01 1.102127196221739054e+06
3.162277660168379522e-09 1.584893192461113431e-01 5.943818235905404812e-01 2.748366578960528597e+06
3.162277660168379522e-09 1.995262314968879735e-01 7.193985087887938557e-01 5.582093781837280840e+06
3.162277660168379522e-09 2.511886431509580131e-01 8.601866241007880554e-01 1.011297738117337041e+07
3.162277660168379522e-09 3.162277660168379412e-01 1.015233474542027725e+00 1.689092431316667423e+07
3.162277660168379522e-09 3.981071705534973137e-01 1.182052475541319758e+00 2.640072801122124866e+07
3.162277660168379522e-09 5.011872336272723549e-01 1.357529923315848208e+00 3.894549408758388460e+07
3.162277660168379522e-09 6.309573444801933606e-01 1.536870097466468854e+00 5.459330139892396331e+07
3.162277660168379522e-09 7.943282347242814900e-01 1.715523782466345404e+00 7.308193521765655279e+07
3.162277660168379522e-09 1.000000000000000000e+00 3.023110865341508635e+00 1.532033525052605569e+08
3.162277660168379522e-09 1.258925411794167504e+00 5.047640601207675992e+00 2.932490914849594831e+08
3.162277660168379522e-09 1.584893192461114042e+00 7.949558668508163173e+00 5.152832863306205273e+08
3.162277660168379522e-09 1.995262314968879735e+00 1.175423703305518686e+01 8.349522545561890602e+08
3.162277660168379522e-09 2.511886431509581019e+00 1.651569387295759839e+01 1.265084175425633430e+09
3.162277660168379522e-09 3.162277660168379523e+00 2.260617893525919442e+01 1.843914784754242659e+09
3.162277660168379522e-09 3.981071705534973137e+00 2.954575025643098840e+01 2.536318713599935055e+09
3.162277660168379522e-09 5.011872336272724660e+00 3.862309494960513234e+01 3.453885365306738377e+09
3.162277660168379522e-09 6.309573444801933384e+00 4.811226870324673399e+01 4.457709624299190521e+09
3.162277660168379522e-09 7.943282347242817565e+00 5.992791517146493874e+01 5.700837015110629082e+09
3.162277660168379522e-09 1.000000000000000000e+01 7.223504719637020344e+01 7.043037942520506859e+09
3.162277660168379522e-09 1.258925411794167459e+01 8.727822952258451039e+01 8.678424836994998932e+09
3.162277660168379522e-09 1.584893192461114175e+01 1.023669682666285894e+02 1.032099434665198898e+10
3.162277660168379522e-09 1.995262314968880801e+01 1.202520116221602251e+02 1.228023232382626343e+10
3.162277660168379522e-09 2.511886431509581996e+01 1.383248217760893795e+02 1.425543111793293762e+10
3.162277660168379522e-09 3.162277660168379256e+01 1.594947920491665627e+02 1.657273937912832260e+10
3.162277660168379522e-09 3.981071705534973404e+01 1.806361994471264154e+02 1.888069235576787949e+10
3.162277660168379522e-09 5.011872336272725192e+01 2.050158240820762785e+02 2.154276685659288406e+10
3.162277660168379522e-09 6.309573444801936404e+01 2.294544755639080336e+02 2.421020481808603287e+10
3.162277660168379522e-09 7.943282347242821118e+01 2.569221105636236757e+02 2.718660799501623535e+10
3.162277660168379522e-09 1.000000000000000000e+02 2.846551080349749441e+02 3.020245996429428101e+10
3.162277660168379522e-09 1.258925411794167530e+02 3.161267139388525038e+02 3.360934834601992416e+10
3.162277660168379522e-09 1.584893192461114211e+02 3.475553389684939702e+02 3.702117172494638062e+10
3.162277660168379522e-09 1.995262314968880730e+02 3.809244072775101131e+02 4.063345179875677490e+10
3.162277660168379522e-09 2.511886431509582280e+02 4.167021935149081173e+02 4.449599541563397980e+10
3.162277660168379522e-09 3.162277660168379612e+02 4.524575328040853037e+02 4.835314013773274231e+10
3.162277660168379522e-09 3.981071705534973262e+02 4.924688159927077891e+02 5.266064180653160095e+10
3.162277660168379522e-09 5.011872336272724624e+02 5.324729642772506395e+02 5.697577830681781769e+10
3.162277660168379522e-09 6.309573444801936830e+02 5.745280367563922255e+02 6.149803829441223907e+10
3.162277660168379522e-09 7.943282347242821970e+02 6.188628792596116455e+02 6.625676060013156128e+10
3.162277660168379522e-09 1.000000000000000000e+03 6.631817167210867865e+02 7.101158653578233337e+10
3.162277660168379522e-09 1.258925411794168667e+03 7.118529713771262095e+02 7.625194594643794250e+10
3.162277660168379522e-09 1.584893192461114040e+03 7.605124126572465002e+02 8.148943900301072693e+10
3.162277660168379522e-09 1.995262314968878854e+03 8.115183589407151885e+02 8.697038801895822144e+10
3.162277660168379522e-09 2.511886431509582053e+03 8.644578919856101038e+02 9.265614010691040039e+10
3.162277660168379522e-09 3.162277660168379498e+03 9.173888806384924237e+02 9.833981240197029114e+10
3.162277660168379522e-09 3.981071705534977355e+03 9.745190763314678861e+02 1.044727544996568909e+11
3.162277660168379522e-09 5.011872336272725079e+03 1.031871568398063118e+03 1.106287034917900085e+11
3.162277660168379522e-09 6.309573444801942969e+03 1.091654776062676319e+03 1.170435309781714783e+11
3.162277660168379522e-09 7.943282347242821743e+03 1.153291987307906311e+03 1.236578762025919800e+11
3.162277660168379522e-09 1.000000000000000000e+04 1.214925132075026795e+03 1.302712315642871857e+11
3.162277660168379522e-09 1.258925411794168758e+04 1.281452954758321312e+03 1.374090546868665314e+11
3.162277660168379522e-09 1.584893192461114086e+04 1.347977945079491519e+03 1.445461891177555542e+11
3.162277660168379522e-09 1.995262314968882856e+04 1.414500520814486663e+03 1.516827368855032654e+11
3.162277660168379522e-09 2.511886431509582326e+04 1.485255095655545801e+03 1.592724319113170166e+11
3.162277660168379522e-09 3.162277660168379225e+04 1.557500977060150490e+03 1.670224003137007751e+11
3.162277660168379522e-09 3.981071705534977082e+04 1.629745316242090212e+03 1.747719932018846436e+11
3.162277660168379522e-09 5.011872336272725079e+04 1.704618142542296027e+03 1.828047416051944275e+11
3.162277660168379522e-09 6.309573444801942969e+04 1.782388318056421667e+03 1.911531672717110596e+11
3.162277660168379522e-09 7.943282347242820833e+04 1.860157570320502600e+03 1.995013681781513672e+11
3.162277660168379522e-09 1.000000000000000000e+05 1.937926050803653652e+03 2.078493813131656494e+11
3.162277660168379522e-09 1.258925411794168758e+05 2.021569815157131870e+03 2.168146267168257751e+11
3.162277660168379522e-09 1.584893192461114086e+05 2.105213058147376614e+03 2.257797453349648743e+11
3.162277660168379522e-09 1.995262314968883002e+05 2.188855866304862047e+03 2.347447582703702393e+11
3.162277660168379522e-09 2.511886431509582035e+05 2.277098351349140103e+03 2.442051065587056580e+11
3.162277660168379522e-09 3.162277660168379080e+05 2.366445228338016932e+03 2.537881958402967834e+11
3.162277660168379522e-09 3.981071705534977373e+05 2.455791842551188893e+03 2.633712211706013184e+11
3.162277660168379522e-09 5.011872336272724788e+05 2.547914201334450809e+03 2.732535113122378540e+11
3.162277660168379522e-09 6.309573444801942678e+05 2.642712425366337811e+03 2.834211974032991943e+11
3.162277660168379522e-09 7.943282347242821706e+05 2.737510498083962375e+03 2.935888466536818848e+11
3.162277660168379522e-09 1.000000000000000000e+06 2.832308445927171761e+03 3.037564655153528442e+11
3.162277660168379522e-09 1.258925411794168642e+06 2.832308968661392555e+03 3.037565923046712036e+11
3.162277660168379522e-09 1.584893192461114144e+06 2.832309383884097770e+03 3.037566930170595093e+11
3.162277660168379522e-09 1.995262314968882827e+06 2.832309713707310038e+03 3.037567730157858887e+11
3.162277660168379522e-09 2.511886431509582326e+06 2.832309975695260619e+03 3.037568365610543823e+11
3.162277660168379522e-09 3.162277660168379545e+06 2.832310183799724200e+03 3.037568870368684082e+11
3.162277660168379522e-09 3.981071705534977373e+06 2.832310349103001954e+03 3.037569271312410889e+11
3.162277660168379522e-09 5.011872336272724904e+06 2.832310480408076728e+03 3.037569589793386230e+11
3.162277660168379522e-09 6.309573444801942445e+06 2.832310584707414819e+03 3.037569842771846924e+11
3.162277660168379522e-09 7.943282347242821939e+06 2.832310667555330383e+03 3.037570043719808350e+11
3.162277660168379522e-09 1.000000000000000000e+07 2.832310733363770851e+03 3.037570203338455811e+11
3.162277660168379522e-09 1.258925411794166267e+07 2.832310785637278059e+03 3.037570330128064575e+11
3.162277660168379522e-09 1.584893192461117357e+07 2.832310827159600194e+03 3.037570430840634766e+11
3.162277660168379522e-09 1.995262314968882874e+07 2.832310860141957164e+03 3.037570510839479370e+11
3.162277660168379522e-09 2.511886431509582326e+07 2.832310886340771958e+03 3.037570574384817505e+11
3.162277660168379522e-09 3.162277660168379173e+07 2.832310907151233096e+03 3.037570624860678101e+11
3.162277660168379522e-09 3.981071705534969270e+07 2.832310923681568966e+03 3.037570664955079956e+11
3.162277660168379522e-09 5.011872336272735149e+07 2.832310936812081309e+03 3.037570696803198242e+11
3.162277660168379522e-09 6.309573444801943004e+07 2.832310947242017846e+03 3.037570722101052246e+11
3.162277660168379522e-09 7.943282347242821753e+07 2.832310955526811085e+03 3.037570742195853882e+11
3.162277660168379522e-09 1.000000000000000000e+08 2.832310962107655996e+03 3.037570758157723389e+11
3.162277660168379522e-09 1.258925411794166118e+08 2.832310967335007263e+03 3.037570770836687622e+11
3.162277660168379522e-09 1.584893192461117506e+08 2.832310971487241659e+03 3.037570780907949829e+11
3.162277660168379522e-09 1.995262314968882799e+08 2.832310974785476901e+03 3.037570788907836914e+11
3.162277660168379522e-09 2.511886431509582102e+08 2.832310977405359154e+03 3.037570795262369995e+11
3.162277660168379522e-09 3.162277660168379545e+08 2.832310979486406268e+03 3.037570800309954834e+11
3.162277660168379522e-09 3.981071705534985662e+08 2.832310981139439718e+03 3.037570804319396973e+11
3.162277660168379522e-09 5.011872336272735000e+08 2.832310982452489952e+03 3.037570807504207153e+11
3.162277660168379522e-09 6.309573444801943302e+08 2.832310983495484379e+03 3.037570810033994141e+11
3.162277660168379522e-09 7.943282347242821455e+08 2.832310984323963112e+03 3.037570812043474731e+11
3.162277660168379522e-09 1.000000000000000000e+09 2.832310984982047557e+03 3.037570813639661255e+11
3.162277660168379522e-09 1.258925411794171333e+09 2.832310985504782820e+03 3.037570814907556152e+11
3.162277660168379522e-09 1.584893192461117268e+09 2.832310985920005805e+03 3.037570815914683838e+11
3.162277660168379522e-09 1.995262314968882799e+09 2.832310986249829966e+03 3.037570816714669800e+11
3.162277660168379522e-09 2.511886431509582043e+09 2.832310986511818101e+03 3.037570817350126953e+11
3.162277660168379522e-09 3.162277660168379307e+09 2.832310986719923221e+03 3.037570817854885254e+11
3.162277660168379522e-09 3.981071705534985542e+09 2.832310986885225248e+03 3.037570818255828247e+11
3.162277660168379522e-09 5.011872336272735596e+09 2.832310987016531726e+03 3.037570818574307861e+11
3.162277660168379522e-09 6.309573444801942825e+09 2.832310987120830305e+03 3.037570818827286987e+11
3.162277660168379522e-09 7.943282347242821693e+09 2.832310987203678906e+03 3.037570819028236694e+11
3.162277660168379522e-09 1.000000000000000000e+10 2.832310987269486759e+03 3.037570819187853394e+11
3.981071705534968960e-09 1.000000000000000056e-01 3.832569073388991110e-01 1.349658549947109132e+05
